index,ID_Two,Address,City,Latitude,Longitude,Price,Restaurant,Pizza_Type
2563,AVwcsqn_kufWRAb5yDli,811 Lexington Ave,New York,40.764346999999994,-73.96656999999999,25.0,Famous Original Rays Pizza,Special Pizza Slice
2564,AVwcsqn_kufWRAb5yDli,811 Lexington Ave,New York,40.764346999999994,-73.96656999999999,25.0,Famous Original Rays Pizza,Whole Wheat Cheese Pizza Slice
2565,AVwcsqn_kufWRAb5yDli,811 Lexington Ave,New York,40.764346999999994,-73.96656999999999,25.0,Famous Original Rays Pizza,Spinach Pizza
2566,AVwcsqn_kufWRAb5yDli,811 Lexington Ave,New York,40.764346999999994,-73.96656999999999,25.0,Famous Original Rays Pizza,Green Peppers Pizza
2567,AVwcsqn_kufWRAb5yDli,811 Lexington Ave,New York,40.764346999999994,-73.96656999999999,25.0,Famous Original Rays Pizza,Hawaiian Pizza
2568,AVwcsqn_kufWRAb5yDli,811 Lexington Ave,New York,40.764346999999994,-73.96656999999999,25.0,Famous Original Rays Pizza,2Item Pizza Slice
2569,AVwcsqn_kufWRAb5yDli,811 Lexington Ave,New York,40.764346999999994,-73.96656999999999,25.0,Famous Original Rays Pizza,Whole Wheat Pizza
2570,AVwcsqn_kufWRAb5yDli,811 Lexington Ave,New York,40.764346999999994,-73.96656999999999,25.0,Famous Original Rays Pizza,Buffalo Chicken Pizza
2571,AVwcsqn_kufWRAb5yDli,811 Lexington Ave,New York,40.764346999999994,-73.96656999999999,25.0,Famous Original Rays Pizza,Chicken with BBQ Sauce Pizza
2572,AVwcsqn_kufWRAb5yDli,811 Lexington Ave,New York,40.764346999999994,-73.96656999999999,25.0,Famous Original Rays Pizza,1Item Pizza Slice
2573,AVwcsqn_kufWRAb5yDli,811 Lexington Ave,New York,40.764346999999994,-73.96656999999999,25.0,Famous Original Rays Pizza,Sicilian Pizza Slice
2574,AVwcsqn_kufWRAb5yDli,811 Lexington Ave,New York,40.764346999999994,-73.96656999999999,25.0,Famous Original Rays Pizza,Whole Wheat Cheese Pizza Slice
2575,AVwcsqn_kufWRAb5yDli,811 Lexington Ave,New York,40.764346999999994,-73.96656999999999,25.0,Famous Original Rays Pizza,Ziti with Meat Sauce Pizza
2576,AVwcsqn_kufWRAb5yDli,811 Lexington Ave,New York,40.764346999999994,-73.96656999999999,25.0,Famous Original Rays Pizza,White Pizza Pie
2577,AVwcsqn_kufWRAb5yDli,811 Lexington Ave,New York,40.764346999999994,-73.96656999999999,25.0,Famous Original Rays Pizza,Cheese Pizza Slice
2578,AVwdFyLmkufWRAb52Mu3,808 Divisadero St,San Francisco,37.777128000000005,-122.438272,25.0,Stelladoro Pizza,Margherita Pizza
2579,AVwdFyLmkufWRAb52Mu3,808 Divisadero St,San Francisco,37.777128000000005,-122.438272,25.0,Stelladoro Pizza,Chicken Special Pizza
2580,AVwdFyLmkufWRAb52Mu3,808 Divisadero St,San Francisco,37.777128000000005,-122.438272,25.0,Stelladoro Pizza,Hawaiian Pizza
2581,AVwdLNHekufWRAb53Elv,181 7th Ave,Brooklyn,40.671422,-73.97783100000001,25.0,Pinos La Forchetta,Chicken Pizzaiola
2582,AVwdLNHekufWRAb53Elv,181 7th Ave,Brooklyn,40.671422,-73.97783100000001,25.0,Pinos La Forchetta,Whole Sicilian Pizza with Fresh Mozzarella
2583,AVwdLNHekufWRAb53Elv,181 7th Ave,Brooklyn,40.671422,-73.97783100000001,25.0,Pinos La Forchetta,Veal Pizzaiola
2584,AVwdLNHekufWRAb53Elv,181 7th Ave,Brooklyn,40.671422,-73.97783100000001,25.0,Pinos La Forchetta,Whole Sicilian Pizza With Fresh Mozzarella
2585,AVwdLNHekufWRAb53Elv,181 7th Ave,Brooklyn,40.671422,-73.97783100000001,25.0,Pinos La Forchetta,Whole Sicilian Pizza
2586,AVwdalfokufWRAb55qYh,800 Nicollet Mall,Minneapolis,44.975731,-93.27340799999999,25.0,Mamas Bakery Pizza Salad Bar,Gyro Pizza
2587,AVwdalfokufWRAb55qYh,800 Nicollet Mall,Minneapolis,44.975731,-93.27340799999999,25.0,Mamas Bakery Pizza Salad Bar,Cheese Pizza
2588,AVzBAGeZLD2H7whiWJNZ,2 E 33rd St,New York,40.747689,-73.984883,25.0,Little Italy Pizza,Baked Ziti Pizza
2589,AVzBAGeZLD2H7whiWJNZ,2 E 33rd St,New York,40.747689,-73.984883,25.0,Little Italy Pizza,Sicilian White Pizza
2590,AVzBAGeZLD2H7whiWJNZ,2 E 33rd St,New York,40.747689,-73.984883,25.0,Little Italy Pizza,Sicilian White Pizza
2591,AVzBAGeZLD2H7whiWJNZ,2 E 33rd St,New York,40.747689,-73.984883,25.0,Little Italy Pizza,Grandma Pizza
2592,AVzBAGeZLD2H7whiWJNZ,2 E 33rd St,New York,40.747689,-73.984883,25.0,Little Italy Pizza,Grandma Pizza
2593,AVzBAGeZLD2H7whiWJNZ,2 E 33rd St,New York,40.747689,-73.984883,25.0,Little Italy Pizza,Peppers and Onions Pizza
2594,AVzBAGeZLD2H7whiWJNZ,2 E 33rd St,New York,40.747689,-73.984883,25.0,Little Italy Pizza,Chicken Ricotta Pizza
2595,AVzBAGeZLD2H7whiWJNZ,2 E 33rd St,New York,40.747689,-73.984883,25.0,Little Italy Pizza,White Spinach Pizza
2596,AVzBAGeZLD2H7whiWJNZ,2 E 33rd St,New York,40.747689,-73.984883,25.0,Little Italy Pizza,White Broccoli Pizza
2597,AVzBAGeZLD2H7whiWJNZ,2 E 33rd St,New York,40.747689,-73.984883,25.0,Little Italy Pizza,White Broccoli Pizza
2598,AVzBAGeZLD2H7whiWJNZ,2 E 33rd St,New York,40.747689,-73.984883,25.0,Little Italy Pizza,Meatball Pizza
2599,AVzBAGeZLD2H7whiWJNZ,2 E 33rd St,New York,40.747689,-73.984883,25.0,Little Italy Pizza,Meatball Pizza
2600,AVzBAGeZLD2H7whiWJNZ,2 E 33rd St,New York,40.747689,-73.984883,25.0,Little Italy Pizza,White Spinach Pizza
2601,AVzBAGeZLD2H7whiWJNZ,2 E 33rd St,New York,40.747689,-73.984883,25.0,Little Italy Pizza,Fresh Mozzarella Pizza
2602,AVzA5GDv-gnIPe8DSeK-,165 Bleecker St,New York,40.728772,-74.000196,25.0,Fiores Pizza,Large White Pizza with BBQ Chicken
2603,AVzA5GDv-gnIPe8DSeK-,165 Bleecker St,New York,40.728772,-74.000196,25.0,Fiores Pizza,Large White Pizza with Chicken and Pepperoni
2604,AVzA5GDv-gnIPe8DSeK-,165 Bleecker St,New York,40.728772,-74.000196,25.0,Fiores Pizza,Large Pizza Fiore Plain
2605,AVwcvN-z_7pvs4fzya-k,1975 Magwood Dr,Charleston,32.813331,-80.041824,25.0,Baronis New York Pizza,Ny Cheese Pizza
2606,AVwcvN-z_7pvs4fzya-k,1975 Magwood Dr,Charleston,32.813331,-80.041824,25.0,Baronis New York Pizza,2 Medium Pizzas With 1 Topping Each
2607,AVwcvN-z_7pvs4fzya-k,1975 Magwood Dr,Charleston,32.813331,-80.041824,25.0,Baronis New York Pizza,Ny Cheese Pizza
2608,AVwcvN-z_7pvs4fzya-k,1975 Magwood Dr,Charleston,32.813331,-80.041824,25.0,Baronis New York Pizza,Extra Large Cheese Pizza
2609,AVwcvN-z_7pvs4fzya-k,1975 Magwood Dr,Charleston,32.813331,-80.041824,25.0,Baronis New York Pizza,2 Large Pizzas With 1 Topping Each
2610,AVzotGmh3D1zeR_xCiQh,1336 Bristol Pike Ste A5,Bensalem,40.07436,-74.967444,25.0,Champs Pizza,Pizza Bread
2611,AVzotGmh3D1zeR_xCiQh,1336 Bristol Pike Ste A5,Bensalem,40.07436,-74.967444,25.0,Champs Pizza,Pizza Burger (Long Roll)
2612,AVwdQK60_7pvs4fz36HD,426 Quincy St,Hancock,47.126433,-88.586363,25.0,Studio Pizza,Mexican Pizza
2613,AVwdQK60_7pvs4fz36HD,426 Quincy St,Hancock,47.126433,-88.586363,25.0,Studio Pizza,Pulled Pork Bbq Pizza
2614,AVwdj0VI_7pvs4fz7FfY,2561 53rd Ave,Bettendorf,41.574694,-90.49668100000001,55.0,Crust Stone Oven Pizza,Mac N Cheese Pizza
2615,AVwdj0VI_7pvs4fz7FfY,2561 53rd Ave,Bettendorf,41.574694,-90.49668100000001,55.0,Crust Stone Oven Pizza,Byo Pizza
2616,AVwcsydQIN2L1WUfn7Ch,1346 Tampa Rd,Palm Harbor,28.06737,-82.76313,25.0,Westshore,Pizza Burger
2617,AVwdY89-ByjofQCxom_a,1603 E Oakton St,Des Plaines,42.024142,-87.884326,25.0,Gigios Pizzeria,Gigio's Thick Dough Pizza
2618,AVz7oQ4qLD2H7whiYQEa,1800 Western Ave,Guilderland,42.689863,-73.865641,25.0,Little Caesars,All Other One Topping Pizzas
2619,AVwctEyCByjofQCxhQtr,485 Baltimore Pike,Glen Mills,39.892247,-75.505187,25.0,Brothers Pizza,Steak Pizza Special
2620,AVwc3dYmByjofQCxjDNa,1600 E Woodlawn Rd,Charlotte,35.171735,-80.849272,25.0,Librettos Pizzeria,Pizza Bianca
2621,AVzoOyREFcQ3k02bC6zM,3005 National Parks Hwy,Carlsbad,32.3888,-104.2206,25.0,Pizza Inn,Specialty Pizza
2622,AVzA9A8bFcQ3k02bBZMG,1135 East Grand River,East Lansing,42.731339,-84.46811,25.0,Bells Greek Pizza,Stuffed Pizza
2623,AVzA9A8bFcQ3k02bBZMG,1135 East Grand River,East Lansing,42.731339,-84.46811,25.0,Bells Greek Pizza,Spinach Pie Pizza
2624,AVzA9A8bFcQ3k02bBZMG,1135 East Grand River,East Lansing,42.731339,-84.46811,25.0,Bells Greek Pizza,Chicken Shawarma Pizza
2625,AVzA9A8bFcQ3k02bBZMG,1135 East Grand River,East Lansing,42.731339,-84.46811,25.0,Bells Greek Pizza,Hawaiian Pizza
2626,AVwdVNVoByjofQCxn-xw,338 McGuinness Blvd,Brooklyn,40.734057,-73.95208199999999,25.0,Casanova Family Italian Restaurant Pizzeria,Cheese Pizza
2627,AVwdVNVoByjofQCxn-xw,338 McGuinness Blvd,Brooklyn,40.734057,-73.95208199999999,25.0,Casanova Family Italian Restaurant Pizzeria,Pizza Vegetarian
2628,AWBf79bTa4HuVbedJ1V_,1520 Elm St,Dallas,32.781521999999995,-96.798556,40.0,Campisis Restaurant Downtown Dallas,Veggie Pizza
2629,AWBf79bTa4HuVbedJ1V_,1520 Elm St,Dallas,32.781521999999995,-96.798556,40.0,Campisis Restaurant Downtown Dallas,Muffaletta Pizza
2630,AVwdPb_QIN2L1WUftt0u,584 Marschall Rd,Shakopee,44.794686999999996,-93.508539,25.0,Pizza N Pasta Shakopee,Pizza
2631,AVwdPb_QIN2L1WUftt0u,584 Marschall Rd,Shakopee,44.794686999999996,-93.508539,25.0,Pizza N Pasta Shakopee,Pizza
2632,AVzA18zv3D1zeR_xBAWS,726 W 181st St,New York,40.850546,-73.93701300000001,25.0,Georges Pizza,Stuffed Pizza
2633,AVzA18zv3D1zeR_xBAWS,726 W 181st St,New York,40.850546,-73.93701300000001,25.0,Georges Pizza,Sicillian  Topping Pizza
2634,AVzA18zv3D1zeR_xBAWS,726 W 181st St,New York,40.850546,-73.93701300000001,25.0,Georges Pizza,Vegetable Stuffed Pizza
2635,AVzA18zv3D1zeR_xBAWS,726 W 181st St,New York,40.850546,-73.93701300000001,25.0,Georges Pizza,Saica Pizza
2636,AVzA18zv3D1zeR_xBAWS,726 W 181st St,New York,40.850546,-73.93701300000001,25.0,Georges Pizza,Buffalo Chicken Pizza
2637,AVzA18zv3D1zeR_xBAWS,726 W 181st St,New York,40.850546,-73.93701300000001,25.0,Georges Pizza,Grandma Pizza
2638,AVzA18zv3D1zeR_xBAWS,726 W 181st St,New York,40.850546,-73.93701300000001,25.0,Georges Pizza,Margharita Pizza
2639,AVzA18zv3D1zeR_xBAWS,726 W 181st St,New York,40.850546,-73.93701300000001,25.0,Georges Pizza,Gourmet Vegetable Pizza Slice
2640,AVzA18zv3D1zeR_xBAWS,726 W 181st St,New York,40.850546,-73.93701300000001,25.0,Georges Pizza,Meat Stuffed Pizza
2641,AVzA18zv3D1zeR_xBAWS,726 W 181st St,New York,40.850546,-73.93701300000001,25.0,Georges Pizza,Chicken Primavera Pizza
2642,AVwclUx5_7pvs4fzwtjm,934 E Passyunk Ave,Philadelphia,39.937084000000006,-75.154864,25.0,Napoli Pizza,Pizza Steak
2643,AVwc5Xql_7pvs4fz0Hwg,14550 S Robert Trl,Rosemount,44.738678,-93.125876,25.0,Carbones Pizza Pub,Kids Pizza Buffet
2644,AVwc5Xql_7pvs4fz0Hwg,14550 S Robert Trl,Rosemount,44.738678,-93.125876,25.0,Carbones Pizza Pub,Taco Pizza
2645,AVwdQho1IN2L1WUft6Jx,17805 Cottonwood Dr,Parker,39.558578000000004,-104.782375,25.0,Tontis Pizza,Breakfast Pizza
2646,AVwdQho1IN2L1WUft6Jx,17805 Cottonwood Dr,Parker,39.558578000000004,-104.782375,25.0,Tontis Pizza,Two Topping Pizza
2647,AWEXJZGwIxWefVJwxl1f,2401 15th St,Denver,39.756797,-105.00893700000002,40.0,Protos PizzaDenver,Pizza Margherita
2648,AVzA1sSILD2H7whiWFgX,493 Amsterdam Ave,New York,40.786215000000006,-73.976107,25.0,Caesars Palace Pizzeria,Pesto Pizza
2649,AVzA1sSILD2H7whiWFgX,493 Amsterdam Ave,New York,40.786215000000006,-73.976107,25.0,Caesars Palace Pizzeria,Greek Pizza
2650,AVzA1sSILD2H7whiWFgX,493 Amsterdam Ave,New York,40.786215000000006,-73.976107,25.0,Caesars Palace Pizzeria,Grill Crisp Bacon Pizza Western Pizza
2651,AVzA1sSILD2H7whiWFgX,493 Amsterdam Ave,New York,40.786215000000006,-73.976107,25.0,Caesars Palace Pizzeria,Lasagna Pizza
2652,AVzA1sSILD2H7whiWFgX,493 Amsterdam Ave,New York,40.786215000000006,-73.976107,25.0,Caesars Palace Pizzeria,Hawaiian Pizza
2653,AVzA1sSILD2H7whiWFgX,493 Amsterdam Ave,New York,40.786215000000006,-73.976107,25.0,Caesars Palace Pizzeria,Western Pizza
2654,AVzA1sSILD2H7whiWFgX,493 Amsterdam Ave,New York,40.786215000000006,-73.976107,25.0,Caesars Palace Pizzeria,Montana Pizza
2655,AVzA1sSILD2H7whiWFgX,493 Amsterdam Ave,New York,40.786215000000006,-73.976107,25.0,Caesars Palace Pizzeria,Taco Pizza
2656,AVzA1sSILD2H7whiWFgX,493 Amsterdam Ave,New York,40.786215000000006,-73.976107,25.0,Caesars Palace Pizzeria,Sun Dried Tomato Pizza
2657,AVzA1sSILD2H7whiWFgX,493 Amsterdam Ave,New York,40.786215000000006,-73.976107,25.0,Caesars Palace Pizzeria,White Tuna Pizza
2658,AVzA1sSILD2H7whiWFgX,493 Amsterdam Ave,New York,40.786215000000006,-73.976107,25.0,Caesars Palace Pizzeria,Plain Pizza
2659,AVwc1nG0_7pvs4fzzfef,118 NW Greenwood Ave,Bend,44.0601,-121.3092,25.0,Olde Towne Pizza,Veggi Pizza
2660,AV0wESC_FcQ3k02bFGVO,621 Highway 71 N,Alma,35.4931,-94.2266,25.0,Mazzio's Pizza,Quesapizza
2661,AWEHrUDTa4HuVbedLTBz,110 Lameuse St,Biloxi,30.3938,-88.8867,40.0,Sal & Mookie's New York Style Pizza & Ice Cream Joint,"14"" Pizza"
2662,AWEHrUDTa4HuVbedLTBz,110 Lameuse St,Biloxi,30.3938,-88.8867,40.0,Sal & Mookie's New York Style Pizza & Ice Cream Joint,Cheese Pizza Slice
2663,AVzA1Wg13D1zeR_xA_0G,388 3rd Ave,New York,40.7419,-73.9812,25.0,Pastafina Pizza,Primavera Pizza
2664,AVwdozq7ByjofQCxrFbX,6900 Silver Star Rd,Orlando,28.572609000000003,-81.517117,25.0,Hungry Howies Pizza,Each 2nd Pizza
2665,AVwdozq7ByjofQCxrFbX,6900 Silver Star Rd,Orlando,28.572609000000003,-81.517117,25.0,Hungry Howies Pizza,Plue 2 liter Soda with 2ampcomma Pizza
2666,AVwdozq7ByjofQCxrFbX,6900 Silver Star Rd,Orlando,28.572609000000003,-81.517117,25.0,Hungry Howies Pizza,1 Pizza with 2 Toppings
2667,AVwdozq7ByjofQCxrFbX,6900 Silver Star Rd,Orlando,28.572609000000003,-81.517117,25.0,Hungry Howies Pizza,1 Large 1ampcomma Topping Pizza
2668,AVwciqTJIN2L1WUfmGUV,5132 6th Ave,Tacoma,47.255501,-122.50646299999998,25.0,Little Caesars Pizza,Large 3 Topping Pizza
2669,AVwciqTJIN2L1WUfmGUV,5132 6th Ave,Tacoma,47.255501,-122.50646299999998,25.0,Little Caesars Pizza,Supreme Pizza
2670,AVwciqTJIN2L1WUfmGUV,5132 6th Ave,Tacoma,47.255501,-122.50646299999998,25.0,Little Caesars Pizza,HotNReady Large Pizza
2671,AVwd1f2FkufWRAb59rNH,10050 Edison Square Dr NW,Concord,35.430659999999996,-80.676979,25.0,Papa Johns Pizza,Add to Large Pizzas
2672,AVwd1f2FkufWRAb59rNH,10050 Edison Square Dr NW,Concord,35.430659999999996,-80.676979,25.0,Papa Johns Pizza,Any Large Pizza
2673,AVwdDQ7V_7pvs4fz1vkD,103 S Dixie Way,South Bend,41.71566,-86.250651,30.0,Four Horsemen Pizza,Veggie Combo Pizza
2674,AVwdDQ7V_7pvs4fz1vkD,103 S Dixie Way,South Bend,41.71566,-86.250651,30.0,Four Horsemen Pizza,Chicken Bacon Ranch Pizza
2675,AVwdDQ7V_7pvs4fz1vkD,103 S Dixie Way,South Bend,41.71566,-86.250651,30.0,Four Horsemen Pizza,Regular Combo Pizza
2676,AVwdDQ7V_7pvs4fz1vkD,103 S Dixie Way,South Bend,41.71566,-86.250651,30.0,Four Horsemen Pizza,Meat Combo Pizza
2677,AVwdDQ7V_7pvs4fz1vkD,103 S Dixie Way,South Bend,41.71566,-86.250651,30.0,Four Horsemen Pizza,10 Cheese Pizza
2678,AWEKTacq3-Khe5l_ebIU,2403 SW 27th Ave,Ocala,29.160913,-82.099878,25.0,Little Caesars Pizza,Large 3 Topping Pizza
2679,AWEKTacq3-Khe5l_ebIU,2403 SW 27th Ave,Ocala,29.160913,-82.099878,25.0,Little Caesars Pizza,HotNReady Large Pizza
2680,AVz-txUqFcQ3k02bDl7W,405 N Wabash Ave,Chicago,41.889343,-87.626216,25.0,Bongiornos Italian Deli Pizzeria,Porcini Pizza
2681,AVz-txUqFcQ3k02bDl7W,405 N Wabash Ave,Chicago,41.889343,-87.626216,25.0,Bongiornos Italian Deli Pizzeria,Sarda Pizza
2682,AVz-txUqFcQ3k02bDl7W,405 N Wabash Ave,Chicago,41.889343,-87.626216,25.0,Bongiornos Italian Deli Pizzeria,Margherita Pizza
2683,AVz-txUqFcQ3k02bDl7W,405 N Wabash Ave,Chicago,41.889343,-87.626216,25.0,Bongiornos Italian Deli Pizzeria,Calabrese Pizza
2684,AVz-txUqFcQ3k02bDl7W,405 N Wabash Ave,Chicago,41.889343,-87.626216,25.0,Bongiornos Italian Deli Pizzeria,Rustica Pizza
2685,AVzn-G2AFcQ3k02bCtXP,114 N College Ave,Newton,35.66397,-81.22126999999999,40.0,Geppetos Pizza and More,Every Day Special Mini Pizza
2686,AVzA1hs0LD2H7whiWFXJ,279 Nassau Blvd,Garden City,40.714467,-73.661014,25.0,Avellinos Pizzeria Catering,Salad Pizza
2687,AVzA1hs0LD2H7whiWFXJ,279 Nassau Blvd,Garden City,40.714467,-73.661014,25.0,Avellinos Pizzeria Catering,Veal Scaloppini Pizzaiola
2688,AVwdq_TbkufWRAb58MTZ,114 10th Ave,New York,40.743986,-74.006662,40.0,Artichoke Basilles Pizza Bar,Burnt Anchovy Pizza
2689,AVwdq_TbkufWRAb58MTZ,114 10th Ave,New York,40.743986,-74.006662,40.0,Artichoke Basilles Pizza Bar,Vodka Sicilian Pizza
2690,AVwdq_TbkufWRAb58MTZ,114 10th Ave,New York,40.743986,-74.006662,40.0,Artichoke Basilles Pizza Bar,Vodka Sicilian Pizza
2691,AVwdq_TbkufWRAb58MTZ,114 10th Ave,New York,40.743986,-74.006662,40.0,Artichoke Basilles Pizza Bar,Staten Island Pizza Wedge
2692,AVwdq_TbkufWRAb58MTZ,114 10th Ave,New York,40.743986,-74.006662,40.0,Artichoke Basilles Pizza Bar,Sicilian Pizza
2693,AVwdq_TbkufWRAb58MTZ,114 10th Ave,New York,40.743986,-74.006662,40.0,Artichoke Basilles Pizza Bar,White Pizza Wedge
2694,AVwdq_TbkufWRAb58MTZ,114 10th Ave,New York,40.743986,-74.006662,40.0,Artichoke Basilles Pizza Bar,Burnt Anchovy Pizza
2695,AVwdq_TbkufWRAb58MTZ,114 10th Ave,New York,40.743986,-74.006662,40.0,Artichoke Basilles Pizza Bar,Margherita Pizza
2696,AVwdq_TbkufWRAb58MTZ,114 10th Ave,New York,40.743986,-74.006662,40.0,Artichoke Basilles Pizza Bar,Sicilian Pizza Wedge
2697,AVwdq_TbkufWRAb58MTZ,114 10th Ave,New York,40.743986,-74.006662,40.0,Artichoke Basilles Pizza Bar,Staten Island Pizza
2698,AVwdq_TbkufWRAb58MTZ,114 10th Ave,New York,40.743986,-74.006662,40.0,Artichoke Basilles Pizza Bar,Crab Pizza Wedge
2699,AVwdq_TbkufWRAb58MTZ,114 10th Ave,New York,40.743986,-74.006662,40.0,Artichoke Basilles Pizza Bar,White Pizza
2700,AVwdq_TbkufWRAb58MTZ,114 10th Ave,New York,40.743986,-74.006662,40.0,Artichoke Basilles Pizza Bar,Margherita Pizza
2701,AVwdq_TbkufWRAb58MTZ,114 10th Ave,New York,40.743986,-74.006662,40.0,Artichoke Basilles Pizza Bar,Meatball Parm Pizza
2702,AVwdq_TbkufWRAb58MTZ,114 10th Ave,New York,40.743986,-74.006662,40.0,Artichoke Basilles Pizza Bar,Pizza Wedge
2703,AVwdq_TbkufWRAb58MTZ,114 10th Ave,New York,40.743986,-74.006662,40.0,Artichoke Basilles Pizza Bar,Sicilian Pizza
2704,AVwdq_TbkufWRAb58MTZ,114 10th Ave,New York,40.743986,-74.006662,40.0,Artichoke Basilles Pizza Bar,Artichoke Pizza
2705,AVzxqXDC3D1zeR_xC0w6,32 Broadway,Kingston,41.918637,-73.983126,40.0,Savonas Trattoria,Grilled Veggie Pizza
2706,AVzxqXDC3D1zeR_xC0w6,32 Broadway,Kingston,41.918637,-73.983126,40.0,Savonas Trattoria,Pesto Shrimp Pizza
2707,AVzxqXDC3D1zeR_xC0w6,32 Broadway,Kingston,41.918637,-73.983126,40.0,Savonas Trattoria,Buffalo Chicken Pizza
2708,AVzxqXDC3D1zeR_xC0w6,32 Broadway,Kingston,41.918637,-73.983126,40.0,Savonas Trattoria,Italian Sausage & Broccoli Rabe Pizza
2709,AVzxqXDC3D1zeR_xC0w6,32 Broadway,Kingston,41.918637,-73.983126,40.0,Savonas Trattoria,Grandma Sicilian Pizza
2710,AVwde31f_7pvs4fz6VFc,190 E Stacy Rd,Allen,33.129217,-96.656051,25.0,Pie Five Pizza Co,BYO Pizza Dessert and Drink
2711,AVwde31f_7pvs4fz6VFc,190 E Stacy Rd,Allen,33.129217,-96.656051,25.0,Pie Five Pizza Co,BYO Pizza Breadstix and Drink
2712,AVwde31f_7pvs4fz6VFc,190 E Stacy Rd,Allen,33.129217,-96.656051,25.0,Pie Five Pizza Co,Kid39s Pizza Dessert and Kid39s Drink
2713,AVwde31f_7pvs4fz6VFc,190 E Stacy Rd,Allen,33.129217,-96.656051,25.0,Pie Five Pizza Co,Signature Pizza Side Salad and Drink
2714,AVwdjxUSkufWRAb57E_-,1970 River Rd,Eugene,44.093664000000004,-123.129497,25.0,Abbys Pizza,Original Bbq Chicken Pizza
2715,AVwdjxUSkufWRAb57E_-,1970 River Rd,Eugene,44.093664000000004,-123.129497,25.0,Abbys Pizza,Philly Cheese Pizza
2716,AVwdjxUSkufWRAb57E_-,1970 River Rd,Eugene,44.093664000000004,-123.129497,25.0,Abbys Pizza,Lone Star Bbq Pizza
2717,AVweQZoHIN2L1WUf3WDI,1401 S Drake Rd,Kalamazoo,42.277333,-85.647949,25.0,Romas Pizza Pasta,Veggie Pizza
2718,AWEHwGjNRxPSIh2RqvkJ,2801 John Hopkins Pkwy (Hwy 150),Birmingham,33.365096,-86.82419,40.0,Tortugas,Cheese Pizza Sub
2719,AWEHwGjNRxPSIh2RqvkJ,2801 John Hopkins Pkwy (Hwy 150),Birmingham,33.365096,-86.82419,40.0,Tortugas,Stuffed Pizza
2720,AVwcm3gmkufWRAb5xD9I,3968 Hempstead Tpke,Bethpage,40.72123,-73.489028,40.0,Ginos Tuscany Restaurant And Pizzeria,Marinara Pizza
2721,AVwcm3gmkufWRAb5xD9I,3968 Hempstead Tpke,Bethpage,40.72123,-73.489028,40.0,Ginos Tuscany Restaurant And Pizzeria,Grandma Pizza
2722,AVwcm3gmkufWRAb5xD9I,3968 Hempstead Tpke,Bethpage,40.72123,-73.489028,40.0,Ginos Tuscany Restaurant And Pizzeria,Chicken Marsala Pizza
2723,AVwcmNP-ByjofQCxgDzq,13508 University Plaza St,Tampa,28.069619,-82.429735,25.0,ABC Pizza,14ampquot Mediterranean Pizza
2724,AVwcmNP-ByjofQCxgDzq,13508 University Plaza St,Tampa,28.069619,-82.429735,25.0,ABC Pizza,14ampquot White Pizza
2725,AVwcmNP-ByjofQCxgDzq,13508 University Plaza St,Tampa,28.069619,-82.429735,25.0,ABC Pizza,7ampquot Pita Pizza Express
2726,AVwcmNP-ByjofQCxgDzq,13508 University Plaza St,Tampa,28.069619,-82.429735,25.0,ABC Pizza,14ampquot Vegetarian Pizza
2727,AVzA1lg9LD2H7whiWFaW,13344 Hawthorne Blvd,Hawthorne,33.911181,-118.35221299999999,25.0,Pizza Show,Pizza Boat
2728,AVzwEnR5LD2H7whiX3aG,201 S Meridian,Puyallup,47.192493,-122.293453,25.0,Trackside Pizza,ONE TOPPING PERSONAL PIZZA 6 SMALL SLICES
2729,AVzwEnR5LD2H7whiX3aG,201 S Meridian,Puyallup,47.192493,-122.293453,25.0,Trackside Pizza,One Topping Personal Pizza
2730,AVzwEnR5LD2H7whiX3aG,201 S Meridian,Puyallup,47.192493,-122.293453,25.0,Trackside Pizza,Pie Up! Kids Make Your Own Pizza
2731,AVzwEnR5LD2H7whiX3aG,201 S Meridian,Puyallup,47.192493,-122.293453,25.0,Trackside Pizza,Cheese Pizza
2732,AVwcfV2__7pvs4fzvoFR,3648 Welsh Rd,Willow Grove,40.15274,-75.13731899999999,25.0,Randazzos Pizzeria,Sicilian Brooklyn Pizza
2733,AVwcfV2__7pvs4fzvoFR,3648 Welsh Rd,Willow Grove,40.15274,-75.13731899999999,25.0,Randazzos Pizzeria,Sicilian Pizza
2734,AVwcfV2__7pvs4fzvoFR,3648 Welsh Rd,Willow Grove,40.15274,-75.13731899999999,25.0,Randazzos Pizzeria,Chicken Barbecue Pizza
2735,AVwcfV2__7pvs4fzvoFR,3648 Welsh Rd,Willow Grove,40.15274,-75.13731899999999,25.0,Randazzos Pizzeria,Pizza Burger
2736,AVwcfV2__7pvs4fzvoFR,3648 Welsh Rd,Willow Grove,40.15274,-75.13731899999999,25.0,Randazzos Pizzeria,Honey Mustard Grilled Chicken Pizza
2737,AVwcfV2__7pvs4fzvoFR,3648 Welsh Rd,Willow Grove,40.15274,-75.13731899999999,25.0,Randazzos Pizzeria,Chicago Veggie Pizza
2738,AVwcfV2__7pvs4fzvoFR,3648 Welsh Rd,Willow Grove,40.15274,-75.13731899999999,25.0,Randazzos Pizzeria,Hawaiian Pizza
2739,AVwcfV2__7pvs4fzvoFR,3648 Welsh Rd,Willow Grove,40.15274,-75.13731899999999,25.0,Randazzos Pizzeria,Pizza Steak
