index,ID_Two,Address,City,Latitude,Longitude,Price,Restaurant,Pizza_Type
3967,AVzBESsu3D1zeR_xBGTB,4109 Penn Ave,Pittsburgh,40.465784,-79.954839,25.0,Graziano's Pizzeria,Lunch Special Pizza
3968,AVzBESsu3D1zeR_xBGTB,4109 Penn Ave,Pittsburgh,40.465784,-79.954839,25.0,Graziano's Pizzeria,Steak Pizza
3969,AVzBESsu3D1zeR_xBGTB,4109 Penn Ave,Pittsburgh,40.465784,-79.954839,25.0,Graziano's Pizzeria,Large Cheese Pizza Special
3970,AVwdy9mCIN2L1WUfzSxS,3003 Main St,Marlette,43.327908,-83.079753,25.0,Beagios Pizza,Pizza
3971,AVwdy9mCIN2L1WUfzSxS,3003 Main St,Marlette,43.327908,-83.079753,25.0,Beagios Pizza,Bbq Chicken Pizza
3972,AVwdy9mCIN2L1WUfzSxS,3003 Main St,Marlette,43.327908,-83.079753,25.0,Beagios Pizza,5 Items Pizza
3973,AVwdy9mCIN2L1WUfzSxS,3003 Main St,Marlette,43.327908,-83.079753,25.0,Beagios Pizza,Specialty Dessert Pizza
3974,AVwdy9mCIN2L1WUfzSxS,3003 Main St,Marlette,43.327908,-83.079753,25.0,Beagios Pizza,"All You Can Eat Pizza, Willy Bread and Salad Bar"
3975,AVwdy9mCIN2L1WUfzSxS,3003 Main St,Marlette,43.327908,-83.079753,25.0,Beagios Pizza,3 Items Pizza
3976,AVwdy9mCIN2L1WUfzSxS,3003 Main St,Marlette,43.327908,-83.079753,25.0,Beagios Pizza,1 Item Pizza
3977,AVwdy9mCIN2L1WUfzSxS,3003 Main St,Marlette,43.327908,-83.079753,25.0,Beagios Pizza,Pizza Dog
3978,AVwdy9mCIN2L1WUfzSxS,3003 Main St,Marlette,43.327908,-83.079753,25.0,Beagios Pizza,Midget 6 Inch Pizza with 1 Item
3979,AWEXPR20IxWefVJwxpTv,46-047 Kamehameha Hwy Unit 6C,Kaneohe,21.421326,-157.80244299999998,25.0,Brick Oven Pizza,Pizza Bread
3980,AWEXPR20IxWefVJwxpTv,46-047 Kamehameha Hwy Unit 6C,Kaneohe,21.421326,-157.80244299999998,25.0,Brick Oven Pizza,Seafood Style Pizza Bread
3981,AVwdOsc3_7pvs4fz3pR9,16060 Ventura Blvd,Encino,34.156216,-118.483204,40.0,Fresh Brothers,1Topping Pizza with 4 Wings
3982,AVwdOsc3_7pvs4fz3pR9,16060 Ventura Blvd,Encino,34.156216,-118.483204,40.0,Fresh Brothers,GlutenFree Vegan Cheese Pizza
3983,AVwdOsc3_7pvs4fz3pR9,16060 Ventura Blvd,Encino,34.156216,-118.483204,40.0,Fresh Brothers,1Topping Personal Pizza
3984,AVwdOsc3_7pvs4fz3pR9,16060 Ventura Blvd,Encino,34.156216,-118.483204,40.0,Fresh Brothers,Fresh Kid39s Special Pizza
3985,AVwdOsc3_7pvs4fz3pR9,16060 Ventura Blvd,Encino,34.156216,-118.483204,40.0,Fresh Brothers,Personal GlutenFree Fresh Pizza Favorite
3986,AVwdOsc3_7pvs4fz3pR9,16060 Ventura Blvd,Encino,34.156216,-118.483204,40.0,Fresh Brothers,Personal Pizza and Salad
3987,AVwd8OqH_7pvs4fz-nPq,8232 Carnegie Ave,Cleveland,41.503402,-81.629316,10.0,Pizza Pan,Large 4 Item Pizza
3988,AVwd8OqH_7pvs4fz-nPq,8232 Carnegie Ave,Cleveland,41.503402,-81.629316,10.0,Pizza Pan,Bbq Pizza
3989,AVwd8OqH_7pvs4fz-nPq,8232 Carnegie Ave,Cleveland,41.503402,-81.629316,10.0,Pizza Pan,Hawaiian Pizza
3990,AVwd8OqH_7pvs4fz-nPq,8232 Carnegie Ave,Cleveland,41.503402,-81.629316,10.0,Pizza Pan,Small 2 Item Pizza
3991,AVwd8OqH_7pvs4fz-nPq,8232 Carnegie Ave,Cleveland,41.503402,-81.629316,10.0,Pizza Pan,Family 5 Item Pizza
3992,AVwd8OqH_7pvs4fz-nPq,8232 Carnegie Ave,Cleveland,41.503402,-81.629316,10.0,Pizza Pan,Mexican Pizza
3993,AVwd8OqH_7pvs4fz-nPq,8232 Carnegie Ave,Cleveland,41.503402,-81.629316,10.0,Pizza Pan,Family 1 Item Pizza
3994,AVwd8OqH_7pvs4fz-nPq,8232 Carnegie Ave,Cleveland,41.503402,-81.629316,10.0,Pizza Pan,Two Jumbo 16in 1 Item Pizzas
3995,AVwd8OqH_7pvs4fz-nPq,8232 Carnegie Ave,Cleveland,41.503402,-81.629316,10.0,Pizza Pan,Jumbo Cheese Pizza
3996,AVwd8OqH_7pvs4fz-nPq,8232 Carnegie Ave,Cleveland,41.503402,-81.629316,10.0,Pizza Pan,Family 4 Item Pizza
3997,AVwd8OqH_7pvs4fz-nPq,8232 Carnegie Ave,Cleveland,41.503402,-81.629316,10.0,Pizza Pan,Bacon Cheeseburger Pizza
3998,AVwd8OqH_7pvs4fz-nPq,8232 Carnegie Ave,Cleveland,41.503402,-81.629316,10.0,Pizza Pan,Large 2 Item Pizza
3999,AVwd8OqH_7pvs4fz-nPq,8232 Carnegie Ave,Cleveland,41.503402,-81.629316,10.0,Pizza Pan,Small 5 Item Pizza
4000,AVwd8OqH_7pvs4fz-nPq,8232 Carnegie Ave,Cleveland,41.503402,-81.629316,10.0,Pizza Pan,Family 3 Item Pizza
4001,AVwd8OqH_7pvs4fz-nPq,8232 Carnegie Ave,Cleveland,41.503402,-81.629316,10.0,Pizza Pan,Buffalo Chicken Pizza
4002,AVwd8OqH_7pvs4fz-nPq,8232 Carnegie Ave,Cleveland,41.503402,-81.629316,10.0,Pizza Pan,Large 12in 1 Item Pizza With 20oz Coke
4003,AVweIyQh_7pvs4fzAXNg,3212 Broad St,San Luis Obispo,35.261037,-120.64888300000001,25.0,Papa Johns Pizza,Any Large Pizza
4004,AVwdPFAtByjofQCxm8jB,28632 DuPont Blvd,Millsboro,38.576621,-75.288572,25.0,Pizza King,Pizza Burger
4005,AVwdPFAtByjofQCxm8jB,28632 DuPont Blvd,Millsboro,38.576621,-75.288572,25.0,Pizza King,Pizzaburger
4006,AVwdPFAtByjofQCxm8jB,28632 DuPont Blvd,Millsboro,38.576621,-75.288572,25.0,Pizza King,Pizza Steak
4007,AVwemHoNIN2L1WUf6an5,9102 4th Ave,Brooklyn,40.619143,-74.02999799999999,25.0,Verrazano Pizza,Pizza Sauce
4008,AVzn8mhSFcQ3k02bCseM,950 N Western Ave,Lake Forest,42.256857000000004,-87.841705,25.0,Donatis Pizza,Pizza Bread
4009,AVzn8mhSFcQ3k02bCseM,950 N Western Ave,Lake Forest,42.256857000000004,-87.841705,25.0,Donatis Pizza,Pizza Bread
4010,AVwdYonT_7pvs4fz5U7M,7141 S Eastern Ave,Las Vegas,36.059636,-115.11943400000001,25.0,Round Table Pizza,Smokehouse Combo Primo Pepperoni Pizza
4011,AVwdYonT_7pvs4fz5U7M,7141 S Eastern Ave,Las Vegas,36.059636,-115.11943400000001,25.0,Round Table Pizza,All Meat Pizza Sandwich
4012,AVwdYonT_7pvs4fz5U7M,7141 S Eastern Ave,Las Vegas,36.059636,-115.11943400000001,25.0,Round Table Pizza,Italian Garlic Supreme Pizza
4013,AVwdYonT_7pvs4fz5U7M,7141 S Eastern Ave,Las Vegas,36.059636,-115.11943400000001,25.0,Round Table Pizza,West Coast Combo with Sausage Pizza
4014,AVwdYonT_7pvs4fz5U7M,7141 S Eastern Ave,Las Vegas,36.059636,-115.11943400000001,25.0,Round Table Pizza,Cheese Pizza
4015,AVwdYonT_7pvs4fz5U7M,7141 S Eastern Ave,Las Vegas,36.059636,-115.11943400000001,25.0,Round Table Pizza,XLarge Montague39s All Meat Marvel Pizza
4016,AVwdYonT_7pvs4fz5U7M,7141 S Eastern Ave,Las Vegas,36.059636,-115.11943400000001,25.0,Round Table Pizza,XLarge Smokehouse Combo Primo Pepperoni Pizza
4017,AVwdYonT_7pvs4fz5U7M,7141 S Eastern Ave,Las Vegas,36.059636,-115.11943400000001,25.0,Round Table Pizza,XLarge Maui Zaui Pizza with Ham
4018,AVwdYonT_7pvs4fz5U7M,7141 S Eastern Ave,Las Vegas,36.059636,-115.11943400000001,25.0,Round Table Pizza,Chicken and Garlic Gourmet Pizza
4019,AVzA4J-S-gnIPe8DSeFC,1004 Boston Post Rd,Rye,40.978807,-73.684649,25.0,Planet Pizza Rye,Portobello & Pecorino Pizza .
4020,AVzA4J-S-gnIPe8DSeFC,1004 Boston Post Rd,Rye,40.978807,-73.684649,25.0,Planet Pizza Rye,Philly Cheesesteak Pizza
4021,AVzA4J-S-gnIPe8DSeFC,1004 Boston Post Rd,Rye,40.978807,-73.684649,25.0,Planet Pizza Rye,Baked Ziti Pizza
4022,AVzA4J-S-gnIPe8DSeFC,1004 Boston Post Rd,Rye,40.978807,-73.684649,25.0,Planet Pizza Rye,Meat Lover's Pizza
4023,AVzA4J-S-gnIPe8DSeFC,1004 Boston Post Rd,Rye,40.978807,-73.684649,25.0,Planet Pizza Rye,Broccoli Rabe & Sausage Pizza
4024,AVzA4J-S-gnIPe8DSeFC,1004 Boston Post Rd,Rye,40.978807,-73.684649,25.0,Planet Pizza Rye,White Pizza
4025,AVzA4J-S-gnIPe8DSeFC,1004 Boston Post Rd,Rye,40.978807,-73.684649,25.0,Planet Pizza Rye,Broccoli Rabe Pizza
4026,AVzBC5-xLD2H7whiWLDo,5055 Broadway,Depew,42.90155,-78.68768299999999,25.0,Penora's Pizza,Taco Pizza
4027,AV2F0uoAIxWefVJwifVQ,221 W 38th St,New York,40.753906,-73.98960799999999,40.0,Lazzaras Pizza,Pizza Primavera
4028,AV2F0uoAIxWefVJwifVQ,221 W 38th St,New York,40.753906,-73.98960799999999,40.0,Lazzaras Pizza,Pizza Bianco
4029,AVwcngAWkufWRAb5xLDm,8100 Highway 6 N,Houston,29.902158,-95.635601,25.0,China Inn Fine Chinese Cuisine,Chinese Pizza
4030,AVwd41VYByjofQCxtYL1,8284 E 9 Mile Rd,Warren,42.463027000000004,-83.021862,25.0,Sorrentos Pizza,Pizza Steak & Cheese
4031,AVwd41VYByjofQCxtYL1,8284 E 9 Mile Rd,Warren,42.463027000000004,-83.021862,25.0,Sorrentos Pizza,Pizza By the Slice
4032,AVz_W4obFcQ3k02bDl-L,1773 E Main St,El Cajon,32.814054999999996,-116.91654299999999,40.0,Mamma Rosa Italian Restaurant,Little White Pizza
4033,AVwdKBahIN2L1WUfsyOv,51074 Romeo Plank Rd,Macomb,42.673294,-82.940409,40.0,Hungry Howies Pizza,Free Pizza
4034,AVwdKBahIN2L1WUfsyOv,51074 Romeo Plank Rd,Macomb,42.673294,-82.940409,40.0,Hungry Howies Pizza,New Blt Pizza
4035,AVweP4Mu_7pvs4fzBVO4,2950 9th St SW,Vero Beach,27.58813,-80.41601,25.0,Big Apple,Sicilian Style Pizza By The Slice
4036,AVwdGMqQIN2L1WUfsLSd,522 S Roselle Rd,Schaumburg,42.017728999999996,-88.081497,25.0,Marios Pizza,Pizza Puffs
4037,AVwdGMqQIN2L1WUfsLSd,522 S Roselle Rd,Schaumburg,42.017728999999996,-88.081497,25.0,Marios Pizza,Cheeseburger Pizza
4038,AVzA16CT-gnIPe8DSdEt,1276 W 12600 S,Riverton,40.522358000000004,-111.92845,25.0,Rock Creek Pizza Co,Side Pizza Dressing
4039,AVzA16CT-gnIPe8DSdEt,1276 W 12600 S,Riverton,40.522358000000004,-111.92845,25.0,Rock Creek Pizza Co,S'more Pizza
4040,AWE8meS9RxPSIh2RswHz,630 SW 153rd St # F,Seattle,47.4659,-122.34306000000001,40.0,Bison Creek Pizza,Mini Pizza
4041,AWE8meS9RxPSIh2RswHz,630 SW 153rd St # F,Seattle,47.4659,-122.34306000000001,40.0,Bison Creek Pizza,"Say ""Cheese"" Pizza"
4042,AWE8meS9RxPSIh2RswHz,630 SW 153rd St # F,Seattle,47.4659,-122.34306000000001,40.0,Bison Creek Pizza,"Start with the Say ""Cheese"" Pizza"
4043,AWE8meS9RxPSIh2RswHz,630 SW 153rd St # F,Seattle,47.4659,-122.34306000000001,40.0,Bison Creek Pizza,Taco Pizza
4044,AWE8meS9RxPSIh2RswHz,630 SW 153rd St # F,Seattle,47.4659,-122.34306000000001,40.0,Bison Creek Pizza,"Say ""Cheese"" Pizza"
4045,AWE8meS9RxPSIh2RswHz,630 SW 153rd St # F,Seattle,47.4659,-122.34306000000001,40.0,Bison Creek Pizza,"Start with the Say ""Cheese"" Pizza"
4046,AVzA16Uu-gnIPe8DSdFB,411 Amsterdam Ave,New York,40.783658,-73.977987,25.0,T R Pizza,Ziti Pizza
4047,AVzA16Uu-gnIPe8DSdFB,411 Amsterdam Ave,New York,40.783658,-73.977987,25.0,T R Pizza,Vegetarian Pizza
4048,AVzA16Uu-gnIPe8DSdFB,411 Amsterdam Ave,New York,40.783658,-73.977987,25.0,T R Pizza,Hawaiian Pizza
4049,AVwdGB-6_7pvs4fz2Mm4,810 W Peabody St,Durham,35.999083,-78.90945,40.0,Lillys,Pizza By the Slice
4050,AV1d49aw3-Khe5l_M_Pz,2530 NE Miami Gardens Dr,Miami,25.947253,-80.15059000000001,25.0,Mr Noodles Pizza,Broccoli Pizza
4051,AV1d49aw3-Khe5l_M_Pz,2530 NE Miami Gardens Dr,Miami,25.947253,-80.15059000000001,25.0,Mr Noodles Pizza,Greek Pizza
4052,AV1d49aw3-Khe5l_M_Pz,2530 NE Miami Gardens Dr,Miami,25.947253,-80.15059000000001,25.0,Mr Noodles Pizza,Vegetarian Pizza
4053,AV1d49aw3-Khe5l_M_Pz,2530 NE Miami Gardens Dr,Miami,25.947253,-80.15059000000001,25.0,Mr Noodles Pizza,Tunisian Pizza
4054,AV1d49aw3-Khe5l_M_Pz,2530 NE Miami Gardens Dr,Miami,25.947253,-80.15059000000001,25.0,Mr Noodles Pizza,Moroccan Style Spicy Pizza
4055,AV1d49aw3-Khe5l_M_Pz,2530 NE Miami Gardens Dr,Miami,25.947253,-80.15059000000001,25.0,Mr Noodles Pizza,Trio Cheese Pizza
4056,AVwd2TXrByjofQCxtCfs,136 E Irving Park Rd,Wood Dale,41.962902,-87.977347,40.0,Marinos Pizza,Pizza Pollo
4057,AVwd2TXrByjofQCxtCfs,136 E Irving Park Rd,Wood Dale,41.962902,-87.977347,40.0,Marinos Pizza,Pizza Margherita
4058,AVwd2TXrByjofQCxtCfs,136 E Irving Park Rd,Wood Dale,41.962902,-87.977347,40.0,Marinos Pizza,Pizza Margherita
4059,AVwd-1WyIN2L1WUf08JG,15794 SW 56th St,Miami,25.713001000000002,-80.448768,25.0,Old World Pizza,Pizzatella
4060,AVwd-1WyIN2L1WUf08JG,15794 SW 56th St,Miami,25.713001000000002,-80.448768,25.0,Old World Pizza,Bella's Pizza
4061,AVwclnchByjofQCxf80f,2100 N Main St,High Point,35.983053999999996,-80.022826,25.0,Rome Italian Pizza,Pizza
4062,AVwcrO2T_7pvs4fzxwBR,303 SE 17th St,Ocala,29.171632000000002,-82.10874,25.0,Pronto Pizza,Fresh Tomatoes Pizza
4063,AVwcrO2T_7pvs4fzxwBR,303 SE 17th St,Ocala,29.171632000000002,-82.10874,25.0,Pronto Pizza,Whole Wheat Veggie Pizza
4064,AVwcrO2T_7pvs4fzxwBR,303 SE 17th St,Ocala,29.171632000000002,-82.10874,25.0,Pronto Pizza,Peppers Pizza
4065,AVwcrO2T_7pvs4fzxwBR,303 SE 17th St,Ocala,29.171632000000002,-82.10874,25.0,Pronto Pizza,Pepperoni Pizza
4066,AVwcrO2T_7pvs4fzxwBR,303 SE 17th St,Ocala,29.171632000000002,-82.10874,25.0,Pronto Pizza,Spinach Pizza
4067,AVwcrO2T_7pvs4fzxwBR,303 SE 17th St,Ocala,29.171632000000002,-82.10874,25.0,Pronto Pizza,Onion Pizza
4068,AVwcrO2T_7pvs4fzxwBR,303 SE 17th St,Ocala,29.171632000000002,-82.10874,25.0,Pronto Pizza,Chicken With Broccoli Pizza
4069,AVwcrO2T_7pvs4fzxwBR,303 SE 17th St,Ocala,29.171632000000002,-82.10874,25.0,Pronto Pizza,White Pizza
4070,AVwdbYP0_7pvs4fz5yhd,1101 S 119th St,Omaha,41.248259000000004,-96.09875100000001,25.0,Big Freds Pizza Garden,Pizza
4071,AVwdbYP0_7pvs4fz5yhd,1101 S 119th St,Omaha,41.248259000000004,-96.09875100000001,25.0,Big Freds Pizza Garden,Goodie Roonie Pizza
4072,AVwdbYP0_7pvs4fz5yhd,1101 S 119th St,Omaha,41.248259000000004,-96.09875100000001,25.0,Big Freds Pizza Garden,Pizza Style Bread
4073,AVwdA9pSByjofQCxknH7,132 W Saint Charles Rd,Lombard,41.886751000000004,-88.021187,40.0,Bricks Wood Fired Pizza,Bricks Pizza
4074,AVwdA9pSByjofQCxknH7,132 W Saint Charles Rd,Lombard,41.886751000000004,-88.021187,40.0,Bricks Wood Fired Pizza,Build Your Own Pizza
4075,AVwcqduYByjofQCxgzsw,17040 Ventura Blvd,Encino,34.159914,-118.504732,25.0,Mulberry Street Pizzeria Encino,Eggplant Parmesan Pizza..
4076,AVwcqduYByjofQCxgzsw,17040 Ventura Blvd,Encino,34.159914,-118.504732,25.0,Mulberry Street Pizzeria Encino,Tomato &Artichoke Pizza
4077,AVwcqduYByjofQCxgzsw,17040 Ventura Blvd,Encino,34.159914,-118.504732,25.0,Mulberry Street Pizzeria Encino,Hawaiian Pizza
4078,AVwcqduYByjofQCxgzsw,17040 Ventura Blvd,Encino,34.159914,-118.504732,25.0,Mulberry Street Pizzeria Encino,Sicilian Pizza
4079,AVwcqduYByjofQCxgzsw,17040 Ventura Blvd,Encino,34.159914,-118.504732,25.0,Mulberry Street Pizzeria Encino,Mulberry Street New York Pizza
4080,AVwcqduYByjofQCxgzsw,17040 Ventura Blvd,Encino,34.159914,-118.504732,25.0,Mulberry Street Pizzeria Encino,Chicken Parmesan Pizza.
4081,AVwcqduYByjofQCxgzsw,17040 Ventura Blvd,Encino,34.159914,-118.504732,25.0,Mulberry Street Pizzeria Encino,Vegetarian Pizza (no Cheese)
4082,AVwcqduYByjofQCxgzsw,17040 Ventura Blvd,Encino,34.159914,-118.504732,25.0,Mulberry Street Pizzeria Encino,Fresh Spinach White Pizza
4083,AVwcqduYByjofQCxgzsw,17040 Ventura Blvd,Encino,34.159914,-118.504732,25.0,Mulberry Street Pizzeria Encino,Rigatoni Pizza
4084,AVwcqduYByjofQCxgzsw,17040 Ventura Blvd,Encino,34.159914,-118.504732,25.0,Mulberry Street Pizzeria Encino,Vegetarian Pizza (No Cheese)
4085,AVzA1xIS-gnIPe8DSc7o,712 Walt Whitman Rd,Melville,40.804446,-73.409936,25.0,Victors Pizza Pasta House,Brick Oven Bar Pizza
4086,AVzA1xIS-gnIPe8DSc7o,712 Walt Whitman Rd,Melville,40.804446,-73.409936,25.0,Victors Pizza Pasta House,Veal Pizzaiola
4087,AVwcxamf_7pvs4fzyzX9,217 Bridge St,Phoenixville,40.134042,-75.517065,25.0,Express Pizza,Pizza Steak
4088,AVwcxamf_7pvs4fzyzX9,217 Bridge St,Phoenixville,40.134042,-75.517065,25.0,Express Pizza,Chicken Parmesan Pizza Personal
4089,AVwcxamf_7pvs4fzyzX9,217 Bridge St,Phoenixville,40.134042,-75.517065,25.0,Express Pizza,Pizza Burger
4090,AVwcxamf_7pvs4fzyzX9,217 Bridge St,Phoenixville,40.134042,-75.517065,25.0,Express Pizza,White Pizza
4091,AVwcxamf_7pvs4fzyzX9,217 Bridge St,Phoenixville,40.134042,-75.517065,25.0,Express Pizza,White Pizza
4092,AVwcxamf_7pvs4fzyzX9,217 Bridge St,Phoenixville,40.134042,-75.517065,25.0,Express Pizza,Pizza Fries
4093,AVwej3JGIN2L1WUf6F54,3337 Sutherland Ave,Knoxville,35.949725,-83.97355999999999,25.0,Davincis Pizzeria,Large Cheese Pizza
4094,AV0aPwbL3D1zeR_xETcQ,914 E Liberty St Ste B-23,York,34.984795,-81.228594,25.0,Papa Johns Pizza,Medium Pizza Offers
4095,AV0aPwbL3D1zeR_xETcQ,914 E Liberty St Ste B-23,York,34.984795,-81.228594,25.0,Papa Johns Pizza,Add to Large Pizzas
4096,AWE7VyFiRxPSIh2Rsgfv,5328 Main St (Rt 53),Lisle,41.788278999999996,-88.074833,25.0,Passeros Pizza,Garbage Pizza
4097,AWE7VyFiRxPSIh2Rsgfv,5328 Main St (Rt 53),Lisle,41.788278999999996,-88.074833,25.0,Passeros Pizza,Hot 'N Spicy Pizza
4098,AWE7VyFiRxPSIh2Rsgfv,5328 Main St (Rt 53),Lisle,41.788278999999996,-88.074833,25.0,Passeros Pizza,Pizza Bianco
4099,AWE7VyFiRxPSIh2Rsgfv,5328 Main St (Rt 53),Lisle,41.788278999999996,-88.074833,25.0,Passeros Pizza,Pizza Bianco
4100,AWE7VyFiRxPSIh2Rsgfv,5328 Main St (Rt 53),Lisle,41.788278999999996,-88.074833,25.0,Passeros Pizza,Bbq Pizza
4101,AWE7VyFiRxPSIh2Rsgfv,5328 Main St (Rt 53),Lisle,41.788278999999996,-88.074833,25.0,Passeros Pizza,Garbage Pizza
4102,AVwd0vxUIN2L1WUfzisI,4301 Alderwood Mall Blvd,Lynnwood,47.817693,-122.29103300000001,40.0,Buca di Beppo Italian Restaurant,Pizza Con Formaggio
4103,AVwdSa8GkufWRAb54UP1,351 N 3rd St,Oxford,39.79387,-75.97611500000001,25.0,Pats Pizza,Pizza Pasquale
4104,AVwdSa8GkufWRAb54UP1,351 N 3rd St,Oxford,39.79387,-75.97611500000001,25.0,Pats Pizza,Cheese Pizza
4105,AVwdSa8GkufWRAb54UP1,351 N 3rd St,Oxford,39.79387,-75.97611500000001,25.0,Pats Pizza,Pizza Athena
4106,AVwdSa8GkufWRAb54UP1,351 N 3rd St,Oxford,39.79387,-75.97611500000001,25.0,Pats Pizza,Pizza Nepoleon
4107,AVzRTzaALD2H7whiWdKg,11645 Wilshire Blvd,Los Angeles,34.050171999999996,-118.460029,25.0,Tony Maronis Famous Gourmet Pizza,Margarita Pizza
4108,AVwdNadt_7pvs4fz3bcr,311 N Broad St,Middletown,39.452627,-75.717276,25.0,Pats Pizza,Shrimp Pizza
4109,AVwdAdPTkufWRAb51VHA,302 Toyon Ave,San Jose,37.381417,-121.825994,25.0,Pizza Maria,Pizza Maria
4110,AVwco5WHIN2L1WUfnPai,6458 Tryon Rd,Cary,35.745533,-78.76221,25.0,The Original NY Pizza,Cheese Small Pizza 3 Toppings or More
4111,AVwco5WHIN2L1WUfnPai,6458 Tryon Rd,Cary,35.745533,-78.76221,25.0,The Original NY Pizza,Cheese Medium Pizza 2 Toppings
4112,AVwco5WHIN2L1WUfnPai,6458 Tryon Rd,Cary,35.745533,-78.76221,25.0,The Original NY Pizza,Cheese Medium Pizza
4113,AVwco5WHIN2L1WUfnPai,6458 Tryon Rd,Cary,35.745533,-78.76221,25.0,The Original NY Pizza,Cheese Extra Large Pizza
4114,AVwco5WHIN2L1WUfnPai,6458 Tryon Rd,Cary,35.745533,-78.76221,25.0,The Original NY Pizza,Cheese Small Pizza 1 Topping
4115,AVwcrGWKIN2L1WUfnn8V,1912 W Brandon Blvd,Brandon,27.938067999999998,-82.315844,25.0,Anthonys Coal Fired Pizza,White Pizza
4116,AVwcrGWKIN2L1WUfnn8V,1912 W Brandon Blvd,Brandon,27.938067999999998,-82.315844,25.0,Anthonys Coal Fired Pizza,Roasted Cauliflower Pizza
4117,AVwc8n4qIN2L1WUfqoVy,110 N Lbj Dr,San Marcos,29.882507,-97.93991700000001,25.0,Valentinos Pizza,One Topping Pizza
4118,AVwc8n4qIN2L1WUfqoVy,110 N Lbj Dr,San Marcos,29.882507,-97.93991700000001,25.0,Valentinos Pizza,Bbq Chicken Pizza
4119,AVwc8n4qIN2L1WUfqoVy,110 N Lbj Dr,San Marcos,29.882507,-97.93991700000001,25.0,Valentinos Pizza,Cheese Pizza
4120,AVwc8n4qIN2L1WUfqoVy,110 N Lbj Dr,San Marcos,29.882507,-97.93991700000001,25.0,Valentinos Pizza,One Topping Pizza
4121,AVzA0-Ob-gnIPe8DScJV,377 S Oyster Bay Rd,Syosset,40.785445,-73.50159599999999,25.0,Phil Sons Pizzeria and Restaurant,Pizza Burger Deluxe
4122,AVzA0-Ob-gnIPe8DScJV,377 S Oyster Bay Rd,Syosset,40.785445,-73.50159599999999,25.0,Phil Sons Pizzeria and Restaurant,Pizza Burger
4123,AVzA0-Ob-gnIPe8DScJV,377 S Oyster Bay Rd,Syosset,40.785445,-73.50159599999999,25.0,Phil Sons Pizzeria and Restaurant,Summer Pizza
4124,AVwdKLHVIN2L1WUfsz3E,11653 W Broad St,Henrico,37.652274,-77.618403,25.0,Extreme Pizza,Extreme Half & Half Pizza
4125,AVwdKLHVIN2L1WUfsz3E,11653 W Broad St,Henrico,37.652274,-77.618403,25.0,Extreme Pizza,Create Your Own Pizza
4126,AVwdKLHVIN2L1WUfsz3E,11653 W Broad St,Henrico,37.652274,-77.618403,25.0,Extreme Pizza,Create Your Own Pizza
4127,AVwdKLHVIN2L1WUfsz3E,11653 W Broad St,Henrico,37.652274,-77.618403,25.0,Extreme Pizza,Extreme Half & Half Pizza
4128,AVwdKLHVIN2L1WUfsz3E,11653 W Broad St,Henrico,37.652274,-77.618403,25.0,Extreme Pizza,Create Your Own Pizza
4129,AVwdKLHVIN2L1WUfsz3E,11653 W Broad St,Henrico,37.652274,-77.618403,25.0,Extreme Pizza,Pizzawich Monster Sub
4130,AVwdKLHVIN2L1WUfsz3E,11653 W Broad St,Henrico,37.652274,-77.618403,25.0,Extreme Pizza,Create Your Own Pizza
4131,AVwdKLHVIN2L1WUfsz3E,11653 W Broad St,Henrico,37.652274,-77.618403,25.0,Extreme Pizza,Extreme Half & Half Pizza
4132,AWBio8mb3-Khe5l_cOV2,922 2nd Ave,New York,40.754058,-73.968909,25.0,La Vera Pizza,Hawaiian Pizza
4133,AWBio8mb3-Khe5l_cOV2,922 2nd Ave,New York,40.754058,-73.968909,25.0,La Vera Pizza,Gluten Free Pizza
4134,AWEXH8yS3-Khe5l_fQcN,656 Avenue Of The Americas,New York,40.741064,-73.993944,40.0,Grimaldi's,Large White Pizza
4135,AVwcr_LIkufWRAb5x8Y3,544 Ontario St,Buffalo,42.958246,-78.896041,25.0,Pat's Pizzeria,Pizza Sub
4136,AVwcr_LIkufWRAb5x8Y3,544 Ontario St,Buffalo,42.958246,-78.896041,25.0,Pat's Pizzeria,Buffalo Chicken Finger Pizza
4137,AVwcr_LIkufWRAb5x8Y3,544 Ontario St,Buffalo,42.958246,-78.896041,25.0,Pat's Pizzeria,Pizza Stromboli
4138,AVwcr_LIkufWRAb5x8Y3,544 Ontario St,Buffalo,42.958246,-78.896041,25.0,Pat's Pizzeria,Veggie Lovers Pizza
4139,AVwcr_LIkufWRAb5x8Y3,544 Ontario St,Buffalo,42.958246,-78.896041,25.0,Pat's Pizzeria,Greek Chicken Spinach Pizza
4140,AVwcr_LIkufWRAb5x8Y3,544 Ontario St,Buffalo,42.958246,-78.896041,25.0,Pat's Pizzeria,Pizza Logs
4141,AVwcr_LIkufWRAb5x8Y3,544 Ontario St,Buffalo,42.958246,-78.896041,25.0,Pat's Pizzeria,White Pizza
4142,AVwcr_LIkufWRAb5x8Y3,544 Ontario St,Buffalo,42.958246,-78.896041,25.0,Pat's Pizzeria,White Pizza Sub
4143,AVwcr_LIkufWRAb5x8Y3,544 Ontario St,Buffalo,42.958246,-78.896041,25.0,Pat's Pizzeria,Veggie Lovers Pizza
4144,AVwcr_LIkufWRAb5x8Y3,544 Ontario St,Buffalo,42.958246,-78.896041,25.0,Pat's Pizzeria,Pat's Deluxe Pizza
